客先№,会社名,TEL,FAX,地区名,〒,住所
52828-00,㈱フラップ,029-298-4240,029-295-7614,茨城,311-0105,茨城県那珂市菅谷３７３３－２
52829-00,ファインテック㈱,03-5735-0888,03-5735-0889,東京,144-0033,東京都大田区東糀谷４－９－７
52830-00,富士工業㈱,053-464-6465,053-465-3815,静岡,435-0028,静岡県浜松市中央区飯田町１０６８
52831-00,藤沢産業㈱,0466-86-2002,0466-86-9123,神奈川,252-0816,神奈川県藤沢市遠藤２００４－１８
52832-00,フジヤ工業㈱,0566-81-1739,,愛知,472-0007,愛知県知立市牛田町裏新切１３
52833-00,㈱富士化学,055-232-6668,055-233-3209,山梨,400-0851,山梨県甲府市住吉２－６－１６
52836-00,船山製作所,0256-92-4375,,新潟,959-0261,新潟県燕市吉田鴻巣８８－１
52837-00,冨創産業,0296-32-4082,,茨城,307-0001,茨城県結城市大字結城１０３９４－２
52840-00,㈱フレアオリジナル,0268-55-8713,020-4664-3053,長野,389-0601,長野県埴科郡坂城町９４３９－５
52841-00,㈱フジワラ産業,0565-28-6221,0565-28-6224,愛知,471-0855,愛知県豊田市柿本町７－５４－１
52842-00,㈱プラ・メイド,072-744-1105,072-744-1107,兵庫,664-0842,兵庫県伊丹市森本８－９４－２
52844-00,富士電機メーター㈱,0263-28-8764,0263-28-8793,長野,390-0821,長野県松本市筑摩４－１８－１　富士電機㈱松本工場内4-3A棟
52844-00,富士電機メーター㈱,0263-72-1195,0263-72-8620,長野,390-0821,長野県松本市筑摩４－１８－１　富士電機㈱松本工場内4-3A棟
52849-00,有限会社　フリーダム,0562-84-6787,0562-84-6788,愛知,470-2102,愛知県知多郡東浦町大字緒川字北赤坂１７－３
52850-00,㈱藤田工具商会,03-3453-7061,03-3453-7146,東京,108-0073,東京都港区三田５－４－２
52851-00,双葉機器工業㈱,03-3636-4511,03-3636-4513,東京,136-0071,東京都江東区亀戸７－５０－１
52852-00,㈱フジ　,0277-32-5980,0277-32-5158,群馬,379-2303,群馬県太田市寄合町１９番地８２
52853-00,福豊帝酸㈱朝倉営業所,0946-42-4191,,福岡,838-0224,福岡県朝倉郡筑前町松延５０５－３
52853-01,福豊帝酸株式会社,0948-22-3279,0948-25-4058,福岡,820-1113,福岡県飯塚市佐与１４８０番地１
52854-00,藤田デバイス㈱　,027-395-1211,,群馬,370-0027,群馬県高崎市上滝町２９８
52855-00,ファインモールド,0532-23-6810,0532-23-6811,愛知,441-3301,愛知県豊橋市老津町字的場５３番地の２
52855-01,ファインモールド　神野ラボ,0532-35-6337,0532-35-6447,愛知,441-8077,愛知県豊橋市神野新田町ワノ割５４－１
52860-00,㈱ＢＬＵＥＣＬＵＥ　本社,0538-37-3717,,静岡,438-0026,静岡県磐田市西貝塚１０１２
52861-00,福島オートメーション,0243-24-9567,,福島,964-0956,福島県二本松市木ノ崎３５２－１
52862-00,フナハシ技研㈱　本社／成形事業部,0586-75-6061,0586-75-6062,愛知,491-0828,愛知県一宮市伝法寺二丁目３番地３
52862-01,フナハシ技研㈱　一宮工場／金型事業部,0586-76-9171,0586-76-9333,愛知,491-0828,愛知県一宮市伝法寺五丁目１１番地２
52863-00,富士商工マシナリー㈱,048-482-4333,,埼玉,352-0011,埼玉県新座市野火止２丁目５番地３４
52864-00,福岡槌屋デカル㈱,093-282-5811,093-283-2911,福岡,811-4213,福岡県遠賀郡岡垣町大字糠塚６３番地１
52865-00,有限会社藤田金型製作所,0973-76-2214,0973-76-2216,大分,879-4631,大分県玖珠郡九重町恵良５８２－１
52866-00,㈱ＦＵＪＩ　岡崎工場,0564-45-2000,0564-45-8816,愛知,444-2107,愛知県岡崎市恵田町字北横１番地３
52867-00,双葉プラス,0267-68-4985,0267-67-0371,長野,385-0025,長野県佐久市塚原４７５－１
52868-00,㈱福山合成,075-321-1551,075-321-5688,京都,615-0833,京都府京都市右京区西京極橋詰町２３
52869-00,富士工業㈱,042-753-1007,042-753-1009,神奈川,252-0206,神奈川県相模原市中央区淵野辺２－１－９
52869-01,富士工業㈱　白河事業所,0248-52-2905,0248-52-2703,福島,961-0102,福島県西白河郡中島村大字滑津字大池向１１－２
52870-00,福三商会㈱,084-931-2206,084-926-2325,広島,721-0961,広島県福山市明神町２丁目５番１６号
52871-00,プラスワン㈱,03-6663-8101,03-6663-8102,東京,100-0005,東京都千代田区丸の内１丁目８番３号丸の内ﾄﾗｽﾄﾀﾜｰ本館１２階
52871-00,プラスワン㈱,03-6663-8101,,東京,100-0005,東京都千代田区丸の内１丁目８番３号丸の内ﾄﾗｽﾄﾀﾜｰ本館１２階
52871-00,プラスワン㈱,03-6663-8101,,東京,100-0005,東京都千代田区丸の内１丁目８番３号丸の内ﾄﾗｽﾄﾀﾜｰ本館１２階
52871-00,プラスワン㈱,03-6663-8101,,東京,100-0005,東京都千代田区丸の内１丁目８番３号丸の内ﾄﾗｽﾄﾀﾜｰ本館１２階
52871-01,プラスワン㈱　小牧工場,0568-65-9780,0568-65-9781,愛知,485-0826,愛知県小牧市東田中１２６８
52871-01,プラスワン㈱　小牧工場,0568-65-9780,,愛知,485-0826,愛知県小牧市東田中１２６８
52872-00,株式会社フジフレックス,0743-72-0788,0743-72-0388,奈良,630-0142,奈良県生駒市北田原町１０６７－２５
52873-00,㈱フロージャパン　名古屋ﾃｸﾆｶﾙｾﾝﾀｰ,0568-65-9998,0568-65-9296,愛知,485-0827,愛知県小牧市文津６４５番地
52874-00,株式会社福設,0949-52-3581,,福岡,822-0152,福岡県宮若市沼口３２８－１
52875-00,プラスチックデザイン㈱,0564-32-1333,0564-32-1392,愛知,444-0931,愛知県岡崎市大和町字家下５１番地１１
52876-00,フリースタイルデザインズ株式会社,070-1322-5023,,静岡,410-0873,静岡県沼津市大諏訪８１４
52877-00,㈱福本鉄工所　黒瀬工場,0823-82-6001,0823-82-6010,広島,739-2611,広島県東広島市黒瀬町大多田２２３－１
52878-00,フロムフォーティ,0533-84-2044,,愛知,442-0862,愛知県豊川市市田町東中野６０番地
52879-00,㈱ブルーク,049-264-8258,049-266-2096,埼玉,356-0054,埼玉県ふじみ野市大井武蔵野１３９６－６　大井工業団地
52880-00,株式会社深見製作所　ＶＲテクノ工場,058-322-5518,058-379-1270,岐阜,509-0109,岐阜県各務原市テクノプラザ２－３６
52881-00,㈱フィドシア,070-4311-5071,,千葉,260-0001,千葉県千葉市中央区都町１－３２－３
52883-00,合資会社　富士機械研究所,0545-32-7461,,滋賀,419-0201,静岡県富士市厚原１３１８－５
52884-00,㈱フルプラ　羽生工場,048-562-2680,048-562-2681,埼玉,348-0038,埼玉県羽生市小松台２－７０５－１６
52885-00,フィット・テクノ,0247-57-8187,,福島,963-6103,福島県東白川郡棚倉町大字逆川字南原２５－５
52886-00,㈱プラスコーポレーション,084-959-5330,084-959-5340,広島,721-0963,広島県福山市南手城町２－２９－２５
52887-00,（有）プライム,042-649-8025,042-649-8026,東京,192-0906,東京都八王子市北野町５１９－２４
52888-00,㈱深谷設計 ,070-4435-7933,,愛知,448-0047,愛知県刈谷市高津波町１丁目３０８番地
52889-00,㈱プラスト,055-920-7501,055-920-7502,静岡,410-0873,静岡県沼津市大諏訪８４５
52890-00,フジゲン㈱,0263-58-2448,0263-58-3599,長野,399-0014,長野県松本市平田東３－３－１
52891-00,株式会社フジシール,080-3723-3926,06-6428-3827,兵庫,661-0976,兵庫県尼崎市潮江５丁目９番１１号フジシールＳＸＳセンター
52892-00,有限会社フェネクトシステム,011-214-9641,011-214-9642,北海道,007-0852,北海道札幌市東区栄町６６２番１
52893-00,㈱フコックス　八潮ロジセンター,048-997-8935,048-997-8936,埼玉,340-0831,埼玉県八潮市南後谷６３７番地
52894-00,富士食品株式会社,092-324-5577,092-324-5566,福岡,819-1134,福岡県糸島市多久８１９－１２
52895-00,ﾌﾛﾏｰｼﾞｪｱｿｼｴｼﾞｬﾎﾟﾝ㈱あずみ野工場,0263-76-1231,0263-76-1232,長野,390-1701,長野県松本市梓川倭３８５２－２
52897-00,㈱ブンチョウ,0480-58-7451,0480-58-7453,埼玉,340-0203,埼玉県久喜市桜田５－１８－４
52898-00,"PREJAPAN88.CO.,LTD.",080-4113-7138,,千葉,270-2321,千葉県印西市物木３２１－１
52899-00,㈱フロンティア,076-451-3717,,富山,931-8431,富山県富山市針原中町１０２６
52900-00,ブンセン株式会社,0791-75-1151,0791-75-3003,兵庫,679-4393,兵庫県たつの市新宮町新宮３８７
52901-00,フジモールド工業㈱,0244-26-3411,0244-26-3897,福島,976-0003,福島県相馬市塚部字新城下４４番地６
52902-00,ＰＬＡＭＯ㈱本社,0495-22-5056,0495-22-5060,埼玉,367-0002,埼玉県本庄市仁手２７９
52904-00,フジトロニクス㈱,0565-51-0117,0565-51-0072,愛知,473-0911,愛知県豊田市本町清52
52905-00,㈱藤本製作所,077-582-2184,077-581-1474,滋賀,524-0003,滋賀県守山市中町４５
52906-00,双葉金属工業㈱,0729-20-5902,,大阪,573-0131,大阪府枚方市春日野1丁目12-1
52908-00,株式会社プラクティブ,0766-68-1700,0766-68-1148,富山,932-0817,富山県小矢部市小神５３番地
52909-00,富士工業株式会社　FAロボティクス事業,03-6758-0791,03-6758-0794,東京,101-0061,東京都千代田区神田三崎待ち３丁目１番１６号神保町北東急ビル6F
52910-00,㈱プロスワン,058-385-5199,058-385-5719,岐阜,509-0145,岐阜県各務原市鵜沼朝日町２－１４
52911-00,㈱島根富士通,0853-72-2333,0853-72-9802,島根,699-0504,島根県出雲市斐川町三絡１１８０－６
52912-00,双葉コーポレーション㈱　枚方工場,072-858-8435,,大阪,573-0131,大阪府枚方市１丁目１２－１
52914-00,文化シヤッター㈱,03-5844-7240,,東京,113-8535,東京都文京区西片1-17-3
52915-00,古河電工パワーシステムズ㈱,0463-21-4873,0463-21-5509,神奈川,254-0016,神奈川県平塚市東八幡五丁目１番９号
52916-00,フォルテック株式会社九州事業所,070-7427-8856,,大分,871-0015,大分県中津市牛神１３６－２
52916-01,フォルテック㈱,06-6318-6261,,大阪,564-0063,大阪府吹田市江坂町５丁目１３番３号
52917-00,プレモ,048-995-4454,048-995-4454,埼玉,340-0835,埼玉県八潮市浮塚７３３－２
52919-00,㈱藤井機械,0563-57-1135,0563-57-1138,愛知,445-0806,愛知県西尾市伊藤町宮東１１番地
52920-00,㈱ファブレス大野工場,0585-35-5505,0585-35-5506,岐阜,501-0535,岐阜県揖斐郡大野町加納１３６２番地２
52920-00,㈱ファブレス大野工場,0585-35-5505,0585-35-5506,岐阜,501-0535,岐阜県揖斐郡大野町加納１３６２番地２
52920-00,㈱ファブレス大野工場,0585-35-5505,0585-35-5506,岐阜,501-0535,岐阜県揖斐郡大野町加納１３６２番地２
52920-01,㈱ファブレス,0586-85-6975,0586-85-6976,愛知,491-0838,愛知県一宮市猿海道２丁目６番２０号
52921-00,㈱フジタカ,0725-54-1234,,大阪,594-1141,大阪府和泉市春木町598-2
52922-00,㈱不二家　設備本部,0463-82-4165,0463-84-6500,神奈川,257-0031,神奈川県秦野市曽屋２２８
52922-01,㈱不二家　野木工場,0280-55-2131,0280-56-2431,栃木,329-0114,栃木県下都賀郡野木町大字野木１３７－２
52923-00,㈱ＦＬＡＰＴＲＵＳＴ,058-273-7055,,岐阜,501-6017,岐阜県羽島郡岐南町徳田西1-151
52926-00,黄智水,03-4500-7436,,東京,143-0001,東京都大田区東海４－２－３　２Ｆ　ｍａｌｌｔａｉｌ KJ32143
52927-00,㈱ファースト技研,084-954-3511,,広島,721-0957,広島県福山市箕島町南丘6570-1
52928-00,㈱フジ倖,0574-50-2869,0574-50-2869,岐阜,509-0206,岐阜県可児市土田字大道１０７５番地
52930-00,古川精機（株）,0846-45-1772,,広島,739-2403,広島県東広島市安芸津町風早３１３５－３
52931-00,㈱ファイントゥデイインダストリーズ,0480-23-1301,0480-23-4100,埼玉,346-0035,埼玉県久喜市清久町５番
52932-00,（株）フクテック,0537-72-6021,,静岡,437-1421,静岡県掛川市大坂3226
52933-00,フィード・ワン株式会社,052-611-4316,052-612-8173,愛知,455-0027,愛知県名古屋市港区船見町１９番地
52934-00,㈱船造工具,0795-42-1445,,兵庫,673-1463,兵庫県加東市梶原字平間３９４－３２
52935-00,藤谷迅介,090-6442-3973,,京都,606-0917,京都府京都市左京区松ケ崎堂ノ上町4-17ランシング102号
52936-00,㈱古澤金型,0256-64-2171,0256-64-3124,長野,959-1289,新潟県燕市東太田１１８２－１
52937-00,冨士金属（株）,06-6854-8651,,大阪,561-0807,大阪府豊中市原田中1-12-3
52939-00,藤工業㈱,090-2745-0184,,埼玉,335-0034,埼玉県戸田市笹目８－８－７
52940-00,富士エンヂニアリング（株）,0277-78-6262,,群馬,379-2303,群馬県太田市寄合町19-143
52941-00,ブリヂストンタイヤ長野販売㈱松本営業所,0263-25-7572,0263-25-7507,長野,399-0033,長野県松本市笹賀５６５２－７７
52942-00,フクロイ乳業㈱,0538-42-4301,0538-42-6099,静岡,437-0043,静岡県袋井市新池８４５－４
52943-00,（株）フジックス,0538-45-0046,,静岡,437-0056,静岡県袋井市小山384-1
52944-00,深谷一樹,080-4305-7318,,愛知,444-0704,愛知県西尾市鳥羽町崎山三十五
52946-00,㈱フィールド工房,090-3656-3349,,兵庫,677-0066,兵庫県西脇市水尾町５３１番地
52947-00,㈱プレナス,03-3289-8311,,東京,104-0061,東京都中央区銀座６丁目１０番１号　ＧＩＮＺＡ　ＳＩＸ８階
52947-01,㈱プレナスフーズ　Ｃｅｎｔｏｓ工場,0480-36-7228,0480-36-7227,埼玉,345-0012,埼玉県北葛飾郡杉戸町大字深輪３９８－１２
52949-00,プラテック中川,0562-45-4955,0562-45-4956,愛知,474-0051,愛知県大府市大府町中原１０番地１
52951-00,フードテクノエンジニアリング株式会社,06-6474-3920,06-6474-3921,大阪,555-0001,大阪府大阪市西淀川区佃５－９－５
52952-00,富士ソフト（株）,050-3000-2756,,東京,192-0046,東京都八王子市明神町２－１２－３７八王子オフィス5階
52952-01,富士ソフト（株）,080-3650-4810,,神奈川,214-0001,神奈川県川崎市多摩区12-37稲田堤レジデンスB103
52953-00,有限会社フレックス技研,090-5455-3663,,岐阜,505-0106,岐阜県可児郡御嵩町小原 5840-1
53001-00,ベ商プラスチック㈱　本社,03-6202-1115,03-6202-1113,東京,103-0027,東京都中央区日本橋２－１３－１０　日本橋サンライズビル９階
53001-01,ベ商プラスチック㈱ 大阪支店,06-6821-9005,06-6821-9020,大阪,564-0063,大阪府吹田市江坂町１－２３－１０１　大同生命江坂ビル１４Ｆ
53001-02,ベークライト商事㈱　名古屋支店,052-242-5635,052-242-4056,愛知,460-0008,愛知県名古屋市中区栄３－１－１　広小路第一生命ビル１２階
53001-03,ベ商プラスチック㈱　福岡支店,092-441-4821,,福岡,812-0011,福岡県福岡市博多区博多駅前３－２－８
53001-04,ベークライト商事㈱　仙台営業所,022-261-2561,022-261-2565,宮城,980-0014,宮城県仙台市青葉区本町１－１２－３０　太陽生命仙台駅北ビル
53001-05,べ商プラスチック㈱　広島支店,082-248-0206,082-248-0218,広島,730-0036,広島県広島市中区袋町５－２８　東京生命ビル
