客先№,客先名,機種名,機種名称,機械№,ＢＯＸ名,客先住所,郵便番号,電話番号
22005-11,"EPSON PRECISION (PHILIPPINES),INC.",パレットチェンジャーＩＰ　　　　　　　,IP-70IVSIII,P-7231,FXｺﾝﾄﾛｰﾗｰII(ﾐﾂﾋﾞｼ),LIMA TECHNOLOGY CENTER LIPA CITY BATANGAS PROVINCE 4217 PHILIPPINES,,63-43-981-2000
22005-11,"EPSON PRECISION (PHILIPPINES),INC.",パレットチェンジャーＩＰ　　　　　　　,IP-70IVSIII,P-7232,FXｺﾝﾄﾛｰﾗｰII(ﾐﾂﾋﾞｼ),LIMA TECHNOLOGY CENTER LIPA CITY BATANGAS PROVINCE 4217 PHILIPPINES,,63-43-981-2000
22005-11,"EPSON PRECISION (PHILIPPINES),INC.",パレットチェンジャーＩＰ　　　　　　　,IP-70IVSIII,P-7233,FXｺﾝﾄﾛｰﾗｰII(ﾐﾂﾋﾞｼ),LIMA TECHNOLOGY CENTER LIPA CITY BATANGAS PROVINCE 4217 PHILIPPINES,,63-43-981-2000
22005-11,"EPSON PRECISION (PHILIPPINES),INC.",パレットチェンジャーＩＰ　　　　　　　,IP-70IVSIII,P-7234,FXｺﾝﾄﾛｰﾗｰII(ﾐﾂﾋﾞｼ),LIMA TECHNOLOGY CENTER LIPA CITY BATANGAS PROVINCE 4217 PHILIPPINES,,63-43-981-2000
21166-00,㈱信越精密,取出ロボット　　　　　　　　　　　　　,GX-600SVIP,G06VIP-0352,STEC-520B 05CK(GX06),長野県東御市田中３１８－８,389-0516,0268-64-5511
21166-00,㈱信越精密,エコノコンベア　　　　　　　　　　　　,EC2000-3CCZ,CCB-1161,CC-4BIV,長野県東御市田中３１８－８,389-0516,0268-64-5511
34640-01,㈱ＴＯＫ　山梨工場,取出ロボット　　　　　　　　　　　　　,GX-800SVIP,G08VIP-0356,STEC-520B 05CSK(GX08),山梨県甲斐市下今井８０９,400-0105,0551-28-4581
04224-00,オザワプラスチック,取出ロボット　　　　　　　　　　　　　,GXW-800SVIP,GW08VIP-0992,STEC-520B 05SSK(GX08),長野県上田市小泉１３３７－１０,386-1106,0268-26-1793
04224-00,オザワプラスチック,取出ロボット　　　　　　　　　　　　　,GXW-800SVIP,GW08VIP-0993,STEC-520B 05SSK(GX08),長野県上田市小泉１３３７－１０,386-1106,0268-26-1793
22005-11,"EPSON PRECISION (PHILIPPINES),INC.",取出機　　　　　　　　　　　　　　　　,ES-650SIV(B),ESIV0610390D,STEC-NC2C-06S-5,LIMA TECHNOLOGY CENTER LIPA CITY BATANGAS PROVINCE 4217 PHILIPPINES,,63-43-981-2000
22005-11,"EPSON PRECISION (PHILIPPINES),INC.",取出機　　　　　　　　　　　　　　　　,ES-650SIV(B),ESIV0610391D,STEC-NC2C-06S-5,LIMA TECHNOLOGY CENTER LIPA CITY BATANGAS PROVINCE 4217 PHILIPPINES,,63-43-981-2000
22005-11,"EPSON PRECISION (PHILIPPINES),INC.",取出機　　　　　　　　　　　　　　　　,ES-650SIV(B),ESIV0610392D,STEC-NC2C-06S-5,LIMA TECHNOLOGY CENTER LIPA CITY BATANGAS PROVINCE 4217 PHILIPPINES,,63-43-981-2000
22005-11,"EPSON PRECISION (PHILIPPINES),INC.",取出機　　　　　　　　　　　　　　　　,ES-650SIV(B),ESIV0610393D,STEC-NC2C-06S-5,LIMA TECHNOLOGY CENTER LIPA CITY BATANGAS PROVINCE 4217 PHILIPPINES,,63-43-981-2000
22005-04,セイコーエプソン㈱　広丘事業所,取出ロボット　　　　　　　　　　　　　,GXW-800SVIP,GW08VIP-1009,STEC-520B 05SSK(GX08),長野県塩尻市広丘原新田８０番地,399-0706,0263-52-2552
50044-00,㈱バンディック,パレットチェンジャー　ＣＦ　　　　　　,CF-70,CF70-0038,STEC-LC1(CF70),山梨県韮崎市龍岡町下條南割５９６－１４６,407-0033,0551-22-8700
00911-00,上松電子㈱　桟工場,真空トレイチェンジャー（ラック仕様）　,ｿｳﾁ,FA-9478,PLC,長野県木曽郡上松町大字上松１３５０－２,399-5601,0264-52-3180
00911-00,上松電子㈱　桟工場,真空トレイチェンジャー（ラック仕様）　,ｿｳﾁ,FA-9479,PLC,長野県木曽郡上松町大字上松１３５０－２,399-5601,0264-52-3180
40340-00,㈱南信精機製作所,パレタイザー　　　　　　　　　　　　　,PXT-1235,PXT1235-0010,STEC-520P 04LJ(PX-T),長野県上伊那郡飯島町七久保８１５,399-3705,0265-86-3215
40340-00,㈱南信精機製作所,コンベア（物流）　　　　　　　　　　　,PXT-1235,CCB-1173,,長野県上伊那郡飯島町七久保８１５,399-3705,0265-86-3215
33128-00,テルモ㈱　甲府工場,取出ロボット　　　　　　　　　　　　　,GXW-1200RVIP,GR12VIP-0299,STEC-520B 03MK(GX12),山梨県中巨摩郡昭和町築地新居１７２７－１,409-3853,055-275-7229
33128-00,テルモ㈱　甲府工場,２０ｍｌ押子ストッカー　　　　　　　　,ｿｳﾁ,FA-9500,,山梨県中巨摩郡昭和町築地新居１７２７－１,409-3853,055-275-7229
00911-00,上松電子㈱　桟工場,真空トレイチェンジャー（ラック仕様）　,ｿｳﾁ,FA-9490,PLC,長野県木曽郡上松町大字上松１３５０－２,399-5601,0264-52-3180
40066-00,㈱南信化成　本社工場,取出ロボット　　　　　　　　　　　　　,GX-800SVIP,G08VIP-0367,STEC-520B 05CSK(GX08),長野県伊那市美篶六道原８２６８,396-0111,0265-72-0558
70356-00,山下電気㈱　山梨工場,取出ロボット　　　　　　　　　　　　　,GXW-800SVIP,GW08VIP-1026,STEC-520B 05SSK(GX08),山梨県南アルプス市戸田９１６－１甲西工業団地,400-0414,055-284-2812
21166-00,㈱信越精密,取出ロボット　　　　　　　　　　　　　,GXW-800SVIP,GW08VIP-1034,STEC-520B 05SSK(GX08),長野県東御市田中３１８－８,389-0516,0268-64-5511
20081-00,三協精密㈱　光成形工場,取出ロボット　　　　　　　　　　　　　,GX-600SVIP,G06VIP-0392,STEC-520B 05CK(GX06),長野県安曇野市明科光５８２,399-7103,0263-62-2294
40066-00,㈱南信化成　本社工場,取出ロボット　　　　　　　　　　　　　,GXW-1200SVIP,GW12VIP-0460,STEC-520B 05MSK(GX12),長野県伊那市美篶六道原８２６８,396-0111,0265-72-0558
00911-00,上松電子㈱　桟工場,取出ロボット　　　　　　　　　　　　　,GXW-800HVIP,GW08H6P-0013,STEC-520B 03SSKH(GX08),長野県木曽郡上松町大字上松１３５０－２,399-5601,0264-52-3180
11257-00,木下電機㈱　,取出ロボット　　　　　　　　　　　　　,GXW-1200SVIP,GW12VIP-0463,STEC-520B 05MSK(GX12),長野県下伊那郡阿智村春日２９１２－２,395-0301,0265-43-4580
11257-00,木下電機㈱　,エコノコンベア　　　　　　　　　　　　,EC4000-5CCZ,CCB-1188,CC-4BIV,長野県下伊那郡阿智村春日２９１２－２,395-0301,0265-43-4580
11257-00,木下電機㈱　,取出ロボット　　　　　　　　　　　　　,GXW-1200SVIP,GW12VIP-0464,STEC-520B 05MSK(GX12),長野県下伊那郡阿智村春日２９１２－２,395-0301,0265-43-4580
11257-00,木下電機㈱　,取出ロボット　　　　　　　　　　　　　,GXW-1200SVIP,GW12VIP-0465,STEC-520B 05MSK(GX12),長野県下伊那郡阿智村春日２９１２－２,395-0301,0265-43-4580
11257-00,木下電機㈱　,エコノコンベア　　　　　　　　　　　　,EC4000-5CCZ,CCB-1189,CC-4BIV,長野県下伊那郡阿智村春日２９１２－２,395-0301,0265-43-4580
11257-00,木下電機㈱　,エコノコンベア　　　　　　　　　　　　,EC4000-5CCZ,CCB-1190,CC-4BIV,長野県下伊那郡阿智村春日２９１２－２,395-0301,0265-43-4580
40066-00,㈱南信化成　本社工場,プールコンベア　　　　　　　　　　　　,PC4000-7CCY,CCB-1192,CC-4BIII,長野県伊那市美篶六道原８２６８,396-0111,0265-72-0558
00087-00,㈱青木固研究所,カーブコンベア　　　　　　　　　　　　,ｺﾝﾍﾞｱﾄｸｼｭ,CCB-1204,,長野県埴科郡坂城町大字南条4963-3,389-0603,0268-82-3015
03124-00,㈱エクセル化成,エコノコンベア（単相ＡＣ２００Ｖ）　　,SEC2000-4CCY,SECSY-0852,CC-4BIII,長野県下伊那郡松川町元大島７１７,399-3303,0265-36-2370
03124-00,㈱エクセル化成,エコノコンベア（単相ＡＣ２００Ｖ）　　,SEC2000-4CCY,SECSY-0871,CC-4BIII,長野県下伊那郡松川町元大島７１７,399-3303,0265-36-2370
03124-00,㈱エクセル化成,エコノコンベア（単相ＡＣ２００Ｖ）　　,SEC3000-4CCY,SECSY-0880,CC-4BIII,長野県下伊那郡松川町元大島７１７,399-3303,0265-36-2370
03124-00,㈱エクセル化成,取出ロボット　　　　　　　　　　　　　,GX-800SVIP,G08VIP-0370,STEC-520B 05CSK(GX08),長野県下伊那郡松川町元大島７１７,399-3303,0265-36-2370
61122-00,㈱みやま,取出ロボット　　　　　　　　　　　　　,GXW-800SVIP,GW08VIP-1056,STEC-520B 05SSK(GX08),長野県茅野市ちの１７６番地５,391-0001,0266-72-3178
10058-00,化成工業㈱　長野工場,取出ロボット　　　　　　　　　　　　　,GXW-1200SRVIP,GR12VIP-0311,STEC-520B 05MK(GX12),長野県下伊那郡阿智村春日１５３３－１,395-0301,0265-43-2531
10058-00,化成工業㈱　長野工場,統合電源カラーインサート供給装置　＃２,ｿｳﾁ,FA-9510,STEC-520A,長野県下伊那郡阿智村春日１５３３－１,395-0301,0265-43-2531
20081-00,三協精密㈱　光成形工場,取出ロボット　　　　　　　　　　　　　,GX-600SVIP,G06VIP-0415,STEC-520B 05CK(GX06),長野県安曇野市明科光５８２,399-7103,0263-62-2294
20081-00,三協精密㈱　光成形工場,取出ロボット　　　　　　　　　　　　　,GXW-800SVIP,GW08VIP-1069,STEC-520B 05SSK(GX08),長野県安曇野市明科光５８２,399-7103,0263-62-2294
60028-00,マルゴ㈱　,取出ロボット　　　　　　　　　　　　　,GXW-800SVIP,GW08VIP-1078,STEC-520B 05SSK(GX08),長野県埴科郡坂城町大字網掛１０１３,389-0604,0268-82-3694
11257-00,木下電機㈱　,エコノコンベア　　　　　　　　　　　　,EC3000-5CCZ,CCB-1221,CC-4BIV,長野県下伊那郡阿智村春日２９１２－２,395-0301,0265-43-4580
33128-00,テルモ㈱　甲府工場,取出ロボット　　　　　　　　　　　　　,IXW-1200SVIP,IW12VIP-0048,STEC-620B 05MK(IX12),山梨県中巨摩郡昭和町築地新居１７２７－１,409-3853,055-275-7229
33128-00,テルモ㈱　甲府工場,コンテナストッカー　　　　　　　　　　,ｿｳﾁ,FA-9519,,山梨県中巨摩郡昭和町築地新居１７２７－１,409-3853,055-275-7229
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IX-600SVIP,I06VIP-0003,STEC-620B 05CK(IX06),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IX-600SVIP,I06VIP-0004,STEC-620B 05CK(IX06),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IX-600SVIP,I06VIP-0005,STEC-620B 05CK(IX06),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IXW-800SVIP,IW08VIP-0087,STEC-620B 05SK(IX08),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IXW-800SVIP,IW08VIP-0088,STEC-620B 05SK(IX08),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IXW-800SVIP,IW08VIP-0089,STEC-620B 05SK(IX08),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IX-600SVIP,I06VIP-0006,STEC-620B 05CK(IX06),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
40340-00,㈱南信精機製作所,取出ロボット　　　　　　　　　　　　　,GX-800SVIP,G08VIP-0386,STEC-520B 05CSK(GX08),長野県上伊那郡飯島町七久保８１５,399-3705,0265-86-3215
22005-11,"EPSON PRECISION (PHILIPPINES),INC.",取出機　　　　　　　　　　　　　　　　,ES-800SIV(B),ESIV0810806D,STEC-NC2C-08S-5,LIMA TECHNOLOGY CENTER LIPA CITY BATANGAS PROVINCE 4217 PHILIPPINES,,63-43-981-2000
22005-11,"EPSON PRECISION (PHILIPPINES),INC.",取出機　　　　　　　　　　　　　　　　,ES-800SIV(B),ESIV0810807D,STEC-NC2C-08S-5,LIMA TECHNOLOGY CENTER LIPA CITY BATANGAS PROVINCE 4217 PHILIPPINES,,63-43-981-2000
61016-00,㈱ミドリ樹脂,取出ロボット　　　　　　　　　　　　　,GX-800SVIP,G08VIP-0387,STEC-520B 05CSK(GX08),長野県千曲市大字上徳間橋場７３３,389-0805,0262-76-2666
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IX-600SVIP,I06VIP-0007,STEC-620B 05CK(IX06),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IXW-800SVIP,IW08VIP-0090,STEC-620B 05SK(IX08),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IXW-1200SVIP,IW12VIP-0050,STEC-620B 05MK(IX12),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IXW-1200SVIP,IW12VIP-0051,STEC-620B 05MK(IX12),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
51308-00,㈱ピーエーイー　豊丘工場,取出ロボット　　　　　　　　　　　　　,GXW-800SRVIP,GR08VIP-0459,STEC-520B 05SK(GX08),長野県下伊那郡豊丘村神穂３３７０－１,399-3202,0265-35-7524
51308-00,㈱ピーエーイー　豊丘工場,取出ロボット　　　　　　　　　　　　　,GXW-800SRVIP,GR08VIP-0460,STEC-520B 05SK(GX08),長野県下伊那郡豊丘村神穂３３７０－１,399-3202,0265-35-7524
40066-00,㈱南信化成　本社工場,取出ロボット　　　　　　　　　　　　　,GX-800SVIP,G08VIP-0391,STEC-520B 05CSK(GX08),長野県伊那市美篶六道原８２６８,396-0111,0265-72-0558
40066-00,㈱南信化成　本社工場,取出ロボット　　　　　　　　　　　　　,GX-800SVIP,G08VIP-0392,STEC-520B 05CSK(GX08),長野県伊那市美篶六道原８２６８,396-0111,0265-72-0558
40066-00,㈱南信化成　本社工場,取出ロボット　　　　　　　　　　　　　,GX-800SVIP,G08VIP-0393,STEC-520B 05CSK(GX08),長野県伊那市美篶六道原８２６８,396-0111,0265-72-0558
40066-00,㈱南信化成　本社工場,取出ロボット　　　　　　　　　　　　　,GX-800SVIP,G08VIP-0394,STEC-520B 05CSK(GX08),長野県伊那市美篶六道原８２６８,396-0111,0265-72-0558
40066-00,㈱南信化成　本社工場,取出ロボット　　　　　　　　　　　　　,GXW-1200SRVIP,GR12VIP-0324,STEC-520B 05MK(GX12),長野県伊那市美篶六道原８２６８,396-0111,0265-72-0558
11003-06,岐阜プラスチック工業㈱　山梨工場,取出ロボット　　　　　　　　　　　　　,TW-2500FMVIIIP-3,T25FM8P-0010,STEC-520B 03XK(25FM8),山梨県南巨摩郡身延町下山字早川表１１４２５番地,409-2522,0556-62-5311
21835-00,ジュコ－㈱　伊那工場,取出ロボット　　　　　　　　　　　　　,GX-600SVIP,G06VIP-0437,STEC-520B 05CK(GX06),長野県上伊那郡箕輪町木下１１３１３－１,399-4601,0265-79-8810
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IXW-1200SVIP,IW12VIP-0053,STEC-620B 05MK(IX12),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IXW-1200SVIP,IW12VIP-0054,STEC-620B 05MK(IX12),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IXW-1200SVIP,IW12VIP-0055,STEC-620B 05MK(IX12),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IXW-1200SVIP,IW12VIP-0056,STEC-620B 05MK(IX12),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
02009-01,㈱村上商会　上田工場,エコノコンベア　　　　　　　　　　　　,EC3000-6CCZ,CCB-1254,CC-4BIV,長野県上田市上野３２３,386-0003,0268-23-2564
30089-01,タカハタプレシジョン山梨㈱　境川工場,取出ロボット　　　　　　　　　　　　　,IXW-1200SVIP,IW12VIP-0057,STEC-620B 05MK(IX12),山梨県笛吹市境川町前間田３９０,406-0843,0552-66-5001
20081-00,三協精密㈱　光成形工場,取出ロボット　　　　　　　　　　　　　,GXW-800SRVIP,GR08VIP-0468,STEC-520B 05SK(GX08),長野県安曇野市明科光５８２,399-7103,0263-62-2294
11257-00,木下電機㈱　,取出ロボット　　　　　　　　　　　　　,GXW-1200SVIP,GW12VIP-0526,STEC-520B 05MSK(GX12),長野県下伊那郡阿智村春日２９１２－２,395-0301,0265-43-4580
11257-00,木下電機㈱　,エコノコンベア　　　　　　　　　　　　,EC3000-5CCZ,CCB-1263,CC-4BIV,長野県下伊那郡阿智村春日２９１２－２,395-0301,0265-43-4580
00911-00,上松電子㈱　桟工場,真空トレイチェンジャー（ラック仕様）　,ｿｳﾁ,FA-9567,PLC,長野県木曽郡上松町大字上松１３５０－２,399-5601,0264-52-3180
00911-00,上松電子㈱　桟工場,真空トレイチェンジャー（ラック仕様ＬＲ,ｿｳﾁ,FA-9568,PLC,長野県木曽郡上松町大字上松１３５０－２,399-5601,0264-52-3180
34109-00,山梨積水㈱,取出ロボット　　　　　　　　　　　　　,GXW-1200VIP,GW12VIP-0531,STEC-520B 03MSK(GX12),山梨県甲府市上条新居町３００,400-0052,055-241-3101
52844-00,富士電機メーター㈱,取出ロボット　　　　　　　　　　　　　,GXW-800SVIP,GW08VIP-1152,STEC-520B 05SSK(GX08),長野県松本市筑摩４－１８－１　富士電機㈱松本工場内4-3A棟,390-0821,0263-28-8764
